
2024/10/22 (04:51:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/23 (00:22:57) | ===> btop++ v.1.4.0
2024/10/23 (00:22:57) | INFO: Logger set to INFO
2024/10/23 (00:22:57) | INFO: Running on /dev/pts/2
2024/10/23 (00:22:57) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/23 (00:22:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/23 (00:23:09) | INFO: Quitting! Runtime: 00:00:12

2024/10/23 (00:24:13) | ===> btop++ v.1.4.0
2024/10/23 (00:24:13) | INFO: Logger set to INFO
2024/10/23 (00:24:13) | INFO: Running on /dev/pts/2
2024/10/23 (00:24:13) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/23 (00:24:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/23 (00:24:33) | INFO: Quitting! Runtime: 00:00:20

2024/10/23 (01:20:00) | ===> btop++ v.1.4.0
2024/10/23 (01:20:00) | INFO: Logger set to INFO
2024/10/23 (01:20:00) | INFO: Running on /dev/pts/3
2024/10/23 (01:20:00) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/23 (01:20:00) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/10/23 (11:13:20) | ===> btop++ v.1.4.0
2024/10/23 (11:13:20) | INFO: Logger set to INFO
2024/10/23 (11:13:20) | INFO: Running on /dev/pts/0
2024/10/23 (11:13:20) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/23 (11:13:20) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/10/23 (11:13:38) | INFO: Quitting! Runtime: 00:00:18

2024/10/25 (19:55:54) | ===> btop++ v.1.4.0
2024/10/25 (19:55:54) | INFO: Logger set to INFO
2024/10/25 (19:55:54) | INFO: Running on /dev/pts/5
2024/10/25 (19:55:54) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/10/25 (19:55:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/07 (13:17:10) | ===> btop++ v.1.4.0
2024/11/07 (13:17:10) | INFO: Logger set to INFO
2024/11/07 (13:17:10) | INFO: Running on /dev/pts/0
2024/11/07 (13:17:10) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/07 (13:17:10) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/07 (13:21:46) | ===> btop++ v.1.4.0
2024/11/07 (13:21:46) | INFO: Logger set to INFO
2024/11/07 (13:21:46) | INFO: Running on /dev/pts/0
2024/11/07 (13:21:46) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/07 (13:21:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/11 (23:01:39) | ===> btop++ v.1.4.0
2024/11/11 (23:01:39) | INFO: Logger set to INFO
2024/11/11 (23:01:39) | INFO: Running on /dev/pts/3
2024/11/11 (23:01:39) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/11 (23:01:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/14 (23:46:08) | ===> btop++ v.1.4.0
2024/11/14 (23:46:08) | INFO: Logger set to INFO
2024/11/14 (23:46:08) | INFO: Running on /dev/pts/1
2024/11/14 (23:46:08) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/14 (23:46:08) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/28 (16:32:32) | ===> btop++ v.1.4.0
2024/11/28 (16:32:32) | INFO: Logger set to INFO
2024/11/28 (16:32:32) | INFO: Running on /dev/pts/0
2024/11/28 (16:32:33) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/28 (16:32:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/28 (17:08:37) | ===> btop++ v.1.4.0
2024/11/28 (17:08:37) | INFO: Logger set to INFO
2024/11/28 (17:08:37) | INFO: Running on /dev/pts/0
2024/11/28 (17:08:37) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/28 (17:08:37) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/28 (17:24:28) | ===> btop++ v.1.4.0
2024/11/28 (17:24:28) | INFO: Logger set to INFO
2024/11/28 (17:24:28) | INFO: Running on /dev/pts/0
2024/11/28 (17:24:28) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/28 (17:24:28) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/28 (22:23:18) | ===> btop++ v.1.4.0
2024/11/28 (22:23:18) | INFO: Logger set to INFO
2024/11/28 (22:23:18) | INFO: Running on /dev/pts/0
2024/11/28 (22:23:18) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/28 (22:23:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/29 (11:39:51) | ===> btop++ v.1.4.0
2024/11/29 (11:39:51) | INFO: Logger set to INFO
2024/11/29 (11:39:51) | INFO: Running on /dev/pts/1
2024/11/29 (11:39:51) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/29 (11:39:51) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/29 (13:23:50) | ===> btop++ v.1.4.0
2024/11/29 (13:23:50) | INFO: Logger set to INFO
2024/11/29 (13:23:50) | INFO: Running on /dev/pts/0
2024/11/29 (13:23:50) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/29 (13:23:50) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/11/29 (22:45:51) | ===> btop++ v.1.4.0
2024/11/29 (22:45:51) | INFO: Logger set to INFO
2024/11/29 (22:45:51) | INFO: Running on /dev/pts/1
2024/11/29 (22:45:51) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/11/29 (22:45:51) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/12/31 (15:44:12) | ===> btop++ v.1.4.0
2024/12/31 (15:44:12) | INFO: Logger set to INFO
2024/12/31 (15:44:12) | INFO: Running on /dev/pts/0
2024/12/31 (15:44:12) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/12/31 (15:44:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/01/09 (02:10:01) | ===> btop++ v.1.4.0
2025/01/09 (02:10:01) | INFO: Logger set to INFO
2025/01/09 (02:10:01) | INFO: Running on /dev/pts/0
2025/01/09 (02:10:01) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/01/09 (02:10:01) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/01/10 (14:19:02) | ===> btop++ v.1.4.0
2025/01/10 (14:19:02) | INFO: Logger set to INFO
2025/01/10 (14:19:02) | INFO: Running on /dev/pts/0
2025/01/10 (14:19:02) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/01/10 (14:19:02) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/01/20 (00:44:00) | ===> btop++ v.1.4.0
2025/01/20 (00:44:00) | INFO: Logger set to INFO
2025/01/20 (00:44:00) | INFO: Running on /dev/pts/1
2025/01/20 (00:44:00) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/01/20 (00:44:00) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/01/30 (04:47:21) | ===> btop++ v.1.4.0
2025/01/30 (04:47:21) | INFO: Logger set to INFO
2025/01/30 (04:47:21) | INFO: Running on /dev/pts/2
2025/01/30 (04:47:21) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/01/30 (04:47:21) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/01/31 (03:52:18) | ===> btop++ v.1.4.0
2025/01/31 (03:52:18) | INFO: Logger set to INFO
2025/01/31 (03:52:18) | INFO: Running on /dev/pts/3
2025/01/31 (03:52:18) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/01/31 (03:52:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/01/31 (06:30:48) | INFO: Quitting! Runtime: 02:38:30

2025/02/01 (16:29:11) | ===> btop++ v.1.4.0
2025/02/01 (16:29:11) | INFO: Logger set to INFO
2025/02/01 (16:29:11) | INFO: Running on /dev/pts/6
2025/02/01 (16:29:11) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/01 (16:29:11) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/01 (16:29:13) | ===> btop++ v.1.4.0
2025/02/01 (16:29:13) | INFO: Logger set to INFO
2025/02/01 (16:29:13) | INFO: Running on /dev/pts/7
2025/02/01 (16:29:13) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/01 (16:29:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/01 (16:35:05) | ===> btop++ v.1.4.0
2025/02/01 (16:35:05) | INFO: Logger set to INFO
2025/02/01 (16:35:05) | INFO: Running on /dev/pts/0
2025/02/01 (16:35:05) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/01 (16:35:05) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/01 (16:40:23) | ===> btop++ v.1.4.0
2025/02/01 (16:40:23) | INFO: Logger set to INFO
2025/02/01 (16:40:23) | INFO: Running on /dev/pts/1
2025/02/01 (16:40:23) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/01 (16:40:23) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/04 (14:31:23) | ===> btop++ v.1.4.0
2025/02/04 (14:31:23) | INFO: Logger set to INFO
2025/02/04 (14:31:23) | INFO: Running on /dev/pts/0
2025/02/04 (14:31:23) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/04 (14:31:23) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/04 (18:52:39) | ===> btop++ v.1.4.0
2025/02/04 (18:52:39) | INFO: Logger set to INFO
2025/02/04 (18:52:39) | INFO: Running on /dev/pts/0
2025/02/04 (18:52:39) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/04 (18:52:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/02/04 (19:46:44) | INFO: Quitting! Runtime: 00:54:05

2025/02/06 (02:01:46) | ===> btop++ v.1.4.0
2025/02/06 (02:01:46) | INFO: Logger set to INFO
2025/02/06 (02:01:46) | INFO: Running on /dev/pts/1
2025/02/06 (02:01:46) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/06 (02:01:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/06 (02:01:48) | ===> btop++ v.1.4.0
2025/02/06 (02:01:48) | INFO: Logger set to INFO
2025/02/06 (02:01:48) | INFO: Running on /dev/pts/2
2025/02/06 (02:01:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/06 (02:01:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/06 (06:13:57) | ===> btop++ v.1.4.0
2025/02/06 (06:13:57) | INFO: Logger set to INFO
2025/02/06 (06:13:57) | INFO: Running on /dev/pts/3
2025/02/06 (06:13:57) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/06 (06:13:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/06 (06:44:48) | ===> btop++ v.1.4.0
2025/02/06 (06:44:48) | INFO: Logger set to INFO
2025/02/06 (06:44:48) | INFO: Running on /dev/pts/2
2025/02/06 (06:44:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/06 (06:44:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/10 (02:41:47) | ===> btop++ v.1.4.0
2025/02/10 (02:41:47) | INFO: Logger set to INFO
2025/02/10 (02:41:47) | INFO: Running on /dev/pts/2
2025/02/10 (02:41:47) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/10 (02:41:47) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2025/02/10 (03:07:26) | ===> btop++ v.1.4.0
2025/02/10 (03:07:26) | INFO: Logger set to INFO
2025/02/10 (03:07:26) | INFO: Running on /dev/pts/2
2025/02/10 (03:07:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2025/02/10 (03:07:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
